Question_ID,Answer_ID,Question_Text,Answer_Text,Category,Parent_Answer_ID,Hierarchy_Level,Is_Selectable,Axis_Energy,Axis_Pace,Axis_Orientation,Axis_Structure,Axis_Expression,Alignment_Type,Alignment_ID,Alignment_Name,Alignment_Components,Alignment_Text
,,,,ENVIRONMENT,,,FALSE,,,,,,SYNERGY,SYNERGY_ENV_COZY_FIREPLACE_PATTERN_GRATEFUL,Grateful + Fireplace Comfort and Warm Spaces – Synergy of Contentment,ENV_COZY_FIREPLACE+PATTERN_GRATEFUL,"A gratitude-oriented internal state aligns with a low-demand, comfort-based environment, reinforcing present-moment awareness and emotional sufficiency. The absence of urgency allows appreciation to stabilize rather than fluctuate. This pairing supports contentment, emotional grounding, and sustained positive affect without escalation. This synergy is stabilized contentment — appreciation maintained through calm presence."
,,,,ENVIRONMENT,,,FALSE,,,,,,SOLO,SOLO_ENV_COZY_BOOKS,"Books, Tea, and Soft Lighting - Quiet connection",ENV_COZY_BOOKS,"A focused, low-intensity environment supports sustained attention and gentle cognitive engagement without external pressure. The combination of warmth, soft lighting, and structured input (reading) enables calm absorption of information while maintaining relaxation. This environment supports learning, reflection, and steady mental pacing. This solo state is quiet engagement — knowledge integrated through calm and focus."
,,,,ENVIRONMENT,,,FALSE,,,,,,SYNERGY,SYNERGY_ENV_COZY_BOOKS_COLOR_WHITE,"White + Books, Tea, and Soft Lighting – Synergy of Clarity",ENV_COZY_BOOKS+COLOR_WHITE,"A clarity-oriented modifier introduces neutrality and cognitive openness into a low-intensity, reflective environment. The absence of visual and mental noise supports honest processing without distortion or urgency. This pairing enhances self-awareness, clean thought formation, and steady internal alignment. This synergy is quiet clarity — perception stabilized through simplicity and calm focus."
,,,,ENVIRONMENT,,,FALSE,,,,,,SYNERGY,SYNERGY_ENV_COZY_BOOKS_MEDIA_MUSIC_CLASSICAL,"Classical + Books, Tea, and Soft Lighting – Synergy of Rhythm",ENV_COZY_BOOKS+MEDIA_MUSIC_CLASSICAL,"Structured, low-variability auditory input aligns with a focused, calm environment to reinforce sustained attention and cognitive pacing. The predictability of classical composition supports thought sequencing and reduces mental fragmentation. This pairing enhances concentration, comprehension, and ordered thinking. This synergy is structured rhythm — cognition guided through pattern and consistency."
,,,,ENVIRONMENT,,,FALSE,,,,,,SYNERGY,SYNERGY_ENV_COZY_BOOKS_RECHARGE_LEARNING,"Learning + Books, Tea, and Soft Lighting – Synergy of Expansion",ENV_COZY_BOOKS+RECHARGE_LEARNING,"A learning-focused internal state paired with a low-distraction environment enables efficient knowledge absorption and integration. Reduced external demand allows cognitive resources to be directed toward understanding rather than filtering noise. This pairing supports retention, insight development, and steady intellectual growth. This synergy is calm expansion — learning reinforced through focus and environmental stability."
,,,,ENVIRONMENT,,,FALSE,,,,,,HARMONY,HARMONY_ENV_COZY_BOOKS_MEDIA_MUSIC_HIPHOP,"Hip-Hop / R&B + Books, Tea, and Soft Lighting – Harmony of Flow",ENV_COZY_BOOKS+MEDIA_MUSIC_HIPHOP,"Bass moves slow beneath the words, heartbeat steady, smooth.
Energy folds into thought, finding cadence in the quiet.
Rhythm doesn’t compete with focus — it anchors it, giving motion a place to settle.
Ambition softens into intention, steady and directed.
This is where movement becomes mindfulness.."
,,,,ENVIRONMENT,,,FALSE,,,,,,HARMONY,HARMONY_ENV_COZY_BOOKS_MEDIA_MUSIC_POP,"Pop / Dance + Books, Tea, and Soft Lighting – Harmony of Connection",ENV_COZY_BOOKS+MEDIA_MUSIC_POP,"A steady, rhythm-driven auditory layer integrates with a calm, low-stimulation environment to create sustained cognitive flow. The presence of bass and cadence anchors attention without fragmenting it, allowing thought and motion to coexist without conflict. This pairing supports focus that remains active yet controlled, where ambition is channeled rather than disruptive. This harmony is grounded flow — energy stabilized into intentional, continuous awareness."
,,,,ENVIRONMENT,,,FALSE,,,,,,SOLO,SOLO_ENV_COZY_REST,Deep Rest & Healing Spaces - Renewal through stillness,ENV_COZY_REST,"Light, upbeat auditory input introduces gentle stimulation into a quiet, reflective environment without overwhelming it. The contrast between energy and stillness creates a balanced emotional tone where engagement remains present but softened. This pairing supports relaxed connection, positive affect, and shared ease without urgency or intensity. This harmony is soft connection — social energy integrated within calm, creating warmth without disruption."
,,,,ENVIRONMENT,,,FALSE,,,,,,SYNERGY,SYNERGY_ENV_COZY_REST_COLOR_GREEN,Green + Deep Rest & Healing Spaces – Synergy of Renewal,ENV_COZY_REST+COLOR_GREEN,"A low-demand, low-stimulation environment enables full physiological and cognitive downregulation, allowing restoration processes to occur without interference. The absence of external pressure supports release, recalibration, and internal balance. This state promotes recovery, emotional regulation, and sustained restoration over time. This solo is restorative stillness — recovery achieved through uninterrupted calm and environmental safety."
,,,,ENVIRONMENT,,,FALSE,,,,,,SYNERGY,SYNERGY_ENV_COZY_REST_RECHARGE_MEDITATING,Meditating + Deep Rest & Healing Spaces – Synergy of Restoration,ENV_COZY_REST+RECHARGE_MEDITATING,"A meditative internal state paired with a low-stimulation, restorative environment enables full cognitive and physiological recalibration. The absence of external demand allows attention to settle inward, supporting breath regulation, mental clarity, and emotional stabilization. This pairing reinforces restoration through intentional stillness, where awareness replaces reactivity and presence replaces urgency. This synergy is restorative alignment — the self returning to equilibrium through calm, sustained attention."
,,,,ENVIRONMENT,,,FALSE,,,,,,HARMONY,HARMONY_ENV_COZY_REST_COLOR_YELLOW,Yellow + Deep Rest & Healing Spaces – Harmony of Light,ENV_COZY_REST+COLOR_YELLOW,"A gentle activation modifier introduces warmth and subtle uplift into a deeply calm, restorative environment without disrupting its stability. The presence of light enhances mood and perception while preserving the underlying stillness required for recovery. This pairing supports emotional renewal, soft optimism, and gradual re-engagement without pressure. This harmony is balanced illumination — energy reintroduced through warmth while maintaining restorative calm."
,,,,ENVIRONMENT,,,FALSE,,,,,,HARMONY,HARMONY_ENV_COZY_REST_MEDIA_MUSIC_POP,Pop / Dance + Deep Rest & Healing Spaces – Harmony of Uplift,ENV_COZY_REST+MEDIA_MUSIC_POP,"Light, rhythmic auditory input integrates with a restorative environment to introduce controlled stimulation without overwhelming the system. The presence of gentle tempo and melody supports gradual reactivation of energy while maintaining a calm baseline. This pairing encourages positive emotional tone, soft motivation, and readiness for movement without strain. This harmony is gentle uplift — energy returning in a controlled, supportive rhythm."
,,,,ENVIRONMENT,,,FALSE,,,,,,HARMONY,HARMONY_ENV_COZY_REST_RECHARGE_EXERCISING,Exercising + Deep Rest & Healing Spaces – Harmony of Renewal,ENV_COZY_REST+RECHARGE_EXERCISING,"A gentle, low-intensity physical state integrated within a restorative environment enables movement without disrupting recovery. The presence of controlled motion supports circulation, reactivation, and gradual rebuilding while maintaining a calm baseline. This pairing reinforces healing through intentional engagement, where effort is moderated and aligned with restoration rather than strain. This harmony is restorative movement — recovery supported through balanced, mindful physical activation."
,,,,RESTRAINT,,,FALSE,,,,,,SOLO,SOLO_RESTRAINT_DOUBT,Doubt,RESTRAINT_DOUBT,"A reflective internal state characterized by uncertainty promotes evaluation, reassessment, and deeper cognitive processing. Rather than obstructing progress, this state enables refinement of thought, identification of gaps, and clarification of direction over time. When unpressured, doubt supports deliberate decision-making and increased accuracy in understanding. This solo is reflective uncertainty — clarity developed through questioning and cognitive iteration."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_DOUBT_COLOR_WHITE,White + Doubt – Synergy of Clarity,RESTRAINT_DOUBT+COLOR_WHITE,"A clarity-oriented modifier applied to a reflective, uncertain state enhances perception and reduces distortion without eliminating inquiry. The presence of neutrality and illumination supports structured thinking, allowing uncertainty to transition into focused analysis. This pairing promotes precision, transparency, and improved cognitive organization while preserving depth of thought. This synergy is clarified uncertainty — doubt refined into insight through structured awareness."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_DOUBT_MEDIA_MUSIC_CLASSICAL,Classical + Doubt – Synergy of Order,RESTRAINT_DOUBT+MEDIA_MUSIC_CLASSICAL,"A structured auditory input applied to a reflective, uncertain cognitive state introduces pattern, repetition, and temporal consistency. The predictability of classical composition supports organization of thought, reducing fragmentation and stabilizing internal processing. This pairing enables uncertainty to be processed within a controlled framework, where ambiguity is gradually resolved through sequence and structure. This synergy is cognitive ordering — doubt refined into disciplined, patterned understanding."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_DOUBT_RECHARGE_PLANNING,Planning + Doubt – Synergy of Alignment,RESTRAINT_DOUBT+RECHARGE_PLANNING,"A planning-oriented cognitive process applied to a state of uncertainty enables structured evaluation and directional clarity. Rather than eliminating doubt, this pairing organizes it into actionable components, supporting prioritization, sequencing, and informed decision-making. The presence of intentional design stabilizes thought and converts ambiguity into defined pathways. This synergy is structured alignment — uncertainty translated into deliberate, goal-oriented progression."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_DOUBT_COLOR_RED,Red + Doubt – Harmony of Resolve,RESTRAINT_DOUBT+COLOR_RED,"An activating modifier applied to a reflective, uncertain state introduces controlled assertiveness without overriding evaluation. The presence of red supports decisive action while preserving awareness, allowing movement to emerge from clarity rather than impulse. This pairing enables confidence to form through integration of hesitation and intent, balancing reflection with execution. This harmony is integrated resolve — action grounded in awareness, where doubt informs rather than prevents movement."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_DOUBT_MEDIA_MUSIC_ROCK,Rock / Metal + Doubt – Harmony of Defiance,RESTRAINT_DOUBT+MEDIA_MUSIC_ROCK,"An intense, high-energy auditory input applied to a reflective, uncertain state introduces forceful activation without eliminating cognitive processing. The presence of strong rhythm and amplitude channels internal tension into structured expression, allowing uncertainty to be engaged rather than suppressed. This pairing supports assertive thinking, controlled risk-taking, and momentum built from resistance rather than avoidance. This harmony is directed defiance — uncertainty transformed into conviction through structured, forceful engagement."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_DOUBT_GOAL_CONFIDENCE,Confidence & Intention + Doubt – Harmony of Purpose,RESTRAINT_DOUBT+GOAL_CONFIDENCE,"A goal-oriented, confidence-driven state integrated with uncertainty enables balanced decision-making that incorporates both caution and forward movement. Rather than opposing each other, confidence and doubt function as complementary inputs, refining judgment and improving outcome reliability. This pairing supports intentional action, self-awareness, and sustained direction without impulsivity. This harmony is integrated purpose — confidence informed by reflection, producing deliberate and stable execution."
,,,,RESTRAINT,,,FALSE,,,,,,SOLO,SOLO_RESTRAINT_DISTRACTION,Distraction - Movement without aim,RESTRAINT_DISTRACTION,"A fragmented cognitive state characterized by shifting attention and low task anchoring reduces sustained focus and continuity of thought. This condition introduces variability in engagement, often leading to incomplete processing and reduced clarity. However, when observed without resistance, it can support awareness of attention patterns and opportunities for recalibration. This solo is diffuse attention — instability in focus that, when recognized, becomes a point of return to intentional awareness."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_DISTRACTION_MEDIA_MUSIC_CLASSICAL,Classical + Distraction – Synergy of Structure,RESTRAINT_DISTRACTION+MEDIA_MUSIC_CLASSICAL,"A structured, pattern-driven auditory input applied to a fragmented attention state introduces order without forcing suppression. The presence of repetition and sequencing stabilizes cognitive flow, guiding attention through predictable progression and reducing drift. This pairing supports sustained focus, sequential thinking, and gradual re-anchoring of awareness. This synergy is structured focus — attention reorganized through pattern, where consistency replaces fragmentation."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_DISTRACTION_RECHARGE_PLANNING,Planning + Distraction – Synergy of Redirection,RESTRAINT_DISTRACTION+RECHARGE_PLANNING,"An intentional, organizational process applied to scattered attention redirects cognitive energy without resisting its movement. Planning captures dispersed thoughts and reassigns them into coherent pathways, allowing distraction to become input rather than interference. This pairing supports prioritization, realignment, and purposeful direction emerging from previously unstructured activity. This synergy is guided redirection — scattered input reorganized into actionable structure."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_DISTRACTION_GOAL_DISCIPLINE,Discipline & Focus + Distraction – Synergy of Refinement,RESTRAINT_DISTRACTION+GOAL_DISCIPLINE,"A discipline-oriented, goal-focused state interacting with distraction introduces selective control rather than rigid suppression. The presence of competing inputs strengthens decision-making around attention allocation, refining focus through repeated choice. This pairing supports discernment, controlled engagement, and precision in action despite environmental or internal noise. This synergy is refined discipline — focus strengthened through selection, where distraction becomes a tool for defining priority"
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_DISTRACTION_COLOR_BLUE,Blue + Distraction – Harmony of Ease,RESTRAINT_DISTRACTION+COLOR_BLUE,"A cooling, stabilizing modifier applied to a scattered attention state reduces urgency without suppressing awareness. The presence of blue slows cognitive pacing, allowing thoughts to be observed rather than chased, and supporting a more relaxed attentional field. This pairing enables steady focus to emerge naturally, without force or tension, creating space for clarity to settle. This harmony is calm attention — awareness softened into steadiness, where focus stabilizes without strain."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_DISTRACTION_MEDIA_MUSIC_JAZZ,Jazz / Lo-Fi + Distraction – Harmony of Flow,RESTRAINT_DISTRACTION+MEDIA_MUSIC_JAZZ,"A fluid, rhythm-based auditory input interacting with distraction organizes scattered thought through cadence rather than control. The presence of jazz introduces adaptive structure, allowing attention to move while still maintaining coherence and direction. This pairing supports flexible focus, where drifting thoughts are guided into rhythm instead of resisted. This harmony is rhythmic flow — attention aligned through movement, where structure and freedom coexist."
,,,,RESTRAINT,,,FALSE,,,,,,SOLO,SOLO_RESTRAINT_FEAR,Fear - Awareness through instinct,RESTRAINT_FEAR,"A heightened alert state characterized by instinctive awareness amplifies sensitivity to potential outcomes and meaningful signals. The presence of fear sharpens attention toward what matters most, directing focus to points of uncertainty, risk, or importance without inherently dictating avoidance. This state supports caution, awareness, and responsive decision-making when properly integrated. This solo is instinctive awareness — perception heightened by uncertainty, where fear informs direction rather than limits it."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_FEAR_COLOR_BLACK,Black + Fear – Synergy of Strength,RESTRAINT_FEAR+COLOR_BLACK,"A grounding, containing modifier applied to an instinct-driven alert state stabilizes fear without suppressing its signal. The presence of black creates a sense of boundary and depth, allowing fear to become defined and manageable rather than overwhelming. This pairing supports internal security, where awareness is held within structure and protection is recognized as already present. This synergy is contained strength — fear stabilized into clarity, where grounding transforms vulnerability into confidence."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_FEAR_MEDIA_MUSIC_ROCK,Rock / Metal + Fear – Synergy of Transmutation,RESTRAINT_FEAR+MEDIA_MUSIC_ROCK,"A high-energy, intensity-driven auditory input interacting with fear converts heightened arousal into directed force. The presence of rock or metal channels the body’s alert response into rhythm, movement, and controlled expression rather than reactivity. This pairing supports activation through integration, where fear becomes fuel for momentum instead of inhibition. This synergy is energetic transmutation — fear converted into drive, where intensity becomes controlled power."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_FEAR_GOAL_CONFIDENCE,Confidence & Intention + Fear – Synergy of Direction,RESTRAINT_FEAR+GOAL_CONFIDENCE,"A goal-oriented, assertive state interacting with fear integrates caution with forward movement rather than avoidance. The presence of intention reframes fear as informational input, guiding decisions while maintaining momentum toward action. This pairing supports deliberate progress, where hesitation informs direction without halting execution. This synergy is directed confidence — action guided by awareness, where fear sharpens intention instead of limiting it."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_FEAR_COLOR_WHITE,White + Fear – Harmony of Clarity,RESTRAINT_FEAR+COLOR_WHITE,"A clarifying, expansive modifier applied to an instinctive alert state introduces perspective without removing sensitivity. The presence of white creates cognitive space, allowing fear to be examined with distance and structure rather than experienced as overwhelming. This pairing supports understanding, where uncertainty is reframed into something observable and interpretable. This harmony is expanded clarity — fear reorganized through perspective, where awareness transforms intensity into comprehension."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_FEAR_COLOR_YELLOW,Yellow + Fear – Harmony of Renewal,RESTRAINT_FEAR+COLOR_YELLOW,"A warm, uplifting modifier interacting with fear introduces optimism without dismissing underlying signals. The presence of yellow brings light to uncertainty, allowing fear to soften while maintaining awareness of what matters. This pairing supports forward movement with encouragement, where emotional weight is reduced without losing meaning. This harmony is resilient optimism — fear balanced with light, where hope coexists with awareness and enables continued motion."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_FEAR_MEDIA_MUSIC_JAZZ,Jazz / Lo-Fi + Fear – Harmony of Ease,RESTRAINT_FEAR+MEDIA_MUSIC_JAZZ,"A smooth, rhythm-based auditory input applied to a heightened alert state reduces physiological tension through gradual pacing and flow. The presence of jazz introduces softness and continuity, allowing fear responses to regulate without suppression. This pairing supports emotional ease, where the body shifts from reactivity into a more grounded and receptive state. This harmony is regulated calm — fear softened through rhythm, where tension releases into steady awareness."
,,,,RESTRAINT,,,FALSE,,,,,,SOLO,SOLO_RESTRAINT_BURNOUT,Burnout - Renewal through release,RESTRAINT_BURNOUT,"A depleted, overextended state characterized by sustained output without sufficient recovery leads to diminished energy and reduced functional capacity. The presence of burnout signals the need for release, disengagement, and restoration rather than continued effort. This state supports recognition of limits, allowing recovery processes to begin through rest and reduced demand. This solo is restorative depletion — energy signaling the need for renewal, where withdrawal becomes the foundation for repair."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_BURNOUT_ENV_COZY_REST,Deep Rest & Healing Spaces + Burnout – Synergy of Renewal,RESTRAINT_BURNOUT+ENV_COZY_REST,"A restorative, low-stimulation environment applied to a depleted state accelerates recovery by removing external demands and supporting physiological and mental reset. The presence of cozy, calming conditions allows exhaustion to resolve without resistance, creating space for repair and replenishment. This pairing supports deep restoration, where stillness facilitates recovery rather than inactivity. This synergy is intentional restoration — depletion met with care, where rest becomes a structured path to renewal."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_BURNOUT_RECHARGE_MEDITATING,Meditating + Burnout – Synergy of Stillness,RESTRAINT_BURNOUT+RECHARGE_MEDITATING,"A reflective, inward-focused practice interacting with burnout reduces cognitive load and disengages from performance-driven activity. The presence of meditation allows the system to shift from doing to being, supporting gradual release of tension and mental fatigue. This pairing supports clarity through stillness, where recovery includes both physical and cognitive restoration. This synergy is restorative awareness — exhaustion eased through presence, where stillness enables renewal of clarity and energy."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_BURNOUT_GOAL_PEACE,Inner Peace & Balance + Burnout – Synergy of Alignment,RESTRAINT_BURNOUT+GOAL_PEACE,"A stabilizing, equilibrium-focused goal applied to a depleted state supports gradual rebalancing without forcing recovery. The presence of inner peace introduces low-intensity regulation, allowing the system to return toward baseline through small, sustainable adjustments rather than abrupt change. This pairing supports functional restoration, where balance is rebuilt through pacing and intentional pauses. This synergy is aligned recovery — equilibrium restored through gentle regulation, where peace becomes a practical structure for renewal."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_BURNOUT_MEDIA_MUSIC_POP,Pop / Dance + Burnout – Harmony of Reawakening,RESTRAINT_BURNOUT+MEDIA_MUSIC_POP,"A light, uplifting auditory input interacting with burnout reintroduces energy in a controlled, non-demanding manner. The presence of pop or dance elements stimulates engagement without overwhelming depleted capacity, allowing activation to occur gradually. This pairing supports re-entry into movement, where energy returns through gentle stimulation rather than pressure. This harmony is gradual reactivation — vitality restored through light engagement, where energy rebuilds without strain."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_BURNOUT_ENV_NATURE_FIELDS,Open Fields + Burnout – Harmony of Release,RESTRAINT_BURNOUT+ENV_NATURE_FIELDS,"An open, expansive environment applied to a state of burnout facilitates release by reducing cognitive and sensory compression. The presence of wide, unobstructed space allows mental and physical tension to dissipate naturally, supporting decompression without active effort. This pairing supports emotional and physiological release, where recovery occurs through spaciousness and reduced constraint. This harmony is expansive release — tension dissolved through openness, where letting go enables restoration."
,,,,RESTRAINT,,,FALSE,,,,,,SOLO,SOLO_RESTRAINT_OVERTHINKING,Overthinking - Awareness tangled in motion,RESTRAINT_OVERTHINKING,"A cognitively active state characterized by recursive thought loops and continuous analysis results in sustained mental engagement without resolution. The presence of overthinking reflects heightened awareness attempting to process multiple variables simultaneously, often without prioritization. This state supports pattern recognition and depth of consideration but can lead to stagnation when not directed. This solo is recursive awareness — cognition in continuous motion, where clarity depends on selecting direction within complexity."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_OVERTHINKING_MEDIA_MUSIC_CLASSICAL,Classical + Overthinking – Synergy of Order,RESTRAINT_OVERTHINKING+MEDIA_MUSIC_CLASSICAL,"A structured, pattern-based auditory input applied to an overactive cognitive state introduces organization without suppressing mental activity. The presence of classical elements provides sequencing, repetition, and hierarchy, allowing thoughts to align into coherent progression rather than circular motion. This pairing supports ordered thinking, where complexity is maintained but structured into usable form. This synergy is cognitive organization — thought refined through structure, where overactivity becomes composition."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_OVERTHINKING_RECHARGE_PLANNING,Planning + Overthinking – Synergy of Direction,RESTRAINT_OVERTHINKING+RECHARGE_PLANNING,"An intentional, goal-oriented structuring process interacting with overthinking redirects excess cognition into actionable pathways. The presence of planning introduces prioritization and sequence, converting abstract loops into defined steps and outcomes. This pairing supports forward movement, where analysis transitions into execution through organization. This synergy is directed cognition — thought guided into action, where overthinking becomes structured progress."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_OVERTHINKING_EXP_WRITING,Writing + Overthinking – Synergy of Release,RESTRAINT_OVERTHINKING+EXP_WRITING,"An expressive output channel applied to an overactive cognitive state enables externalization of internal processing without requiring immediate resolution. The act of writing organizes diffuse and overlapping thoughts into structured form, reducing cognitive load while preserving insight. This pairing supports clarity through articulation, where emotion and analysis are translated into observable patterns. This synergy is expressive processing — thought released through structure, where overthinking becomes visible and therefore navigable."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_OVERTHINKING_MEDIA_MUSIC_POP,Pop / Dance + Overthinking – Harmony of Release,RESTRAINT_OVERTHINKING+MEDIA_MUSIC_POP,"An activating rhythmic input introduced to an overthinking state shifts processing from cognitive dominance toward embodied awareness. The presence of consistent tempo and accessible rhythm interrupts recursive thought loops, allowing instinct and sensation to re-engage. This pairing supports emotional regulation through movement and cadence, reducing rumination without suppressing awareness. This harmony is rhythmic interruption — cognition balanced by sensation, where overthinking transitions into flow."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_OVERTHINKING_RECHARGE_EXERCISING,Exercising + Overthinking – Harmony of Embodiment,RESTRAINT_OVERTHINKING+RECHARGE_EXERCISING,"A physical activation process applied to an overthinking state redistributes energy from abstract cognition into somatic engagement. Movement introduces grounding through repetition, breath, and exertion, stabilizing mental activity by anchoring it in the present body. This pairing supports integration, where thought is regulated through action rather than suppression. This harmony is embodied regulation — cognition aligned with physical rhythm, where overthinking resolves through movement."
,,,,RESTRAINT,,,FALSE,,,,,,SOLO,SOLO_RESTRAINT_GUILT,Guilt - The Pull of What Was,RESTRAINT_GUILT,"A reflective emotional state centered on past outcomes produces a persistent awareness of misalignment between action and value. Guilt functions as an internal signal of discrepancy, drawing attention to what was lost, missed, or misjudged without inherently resolving it. When engaged without avoidance, this state supports acknowledgment and integration, allowing reflection to transition into self-forgiveness. This solo state is reflective reconciliation — awareness directed toward the past, where acceptance enables release."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_GUILT_COLOR_GREEN,Green + Guilt – Synergy of Renewal,RESTRAINT_GUILT+COLOR_GREEN,"A restorative modifier applied to a guilt-based state introduces stabilization and emotional recovery without suppressing reflective awareness. The presence of green supports recalibration, allowing the emotional weight of guilt to shift from self-judgment toward growth-oriented processing. This pairing enables the transformation of regret into empathy and constructive understanding. This synergy is regenerative reflection — emotional repair aligned with learning, where guilt becomes a foundation for renewal."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_GUILT_RECHARGE_LEARNING,Learning + Guilt – Synergy of Awareness,RESTRAINT_GUILT+RECHARGE_LEARNING,"A cognitive integration process applied to guilt channels reflective awareness into structured insight. The learning modality reframes perceived mistakes as informational inputs, enabling extraction of patterns, lessons, and improved decision frameworks. This pairing reduces emotional stagnation by converting unresolved reflection into actionable understanding. This synergy is adaptive awareness — reflection translated into knowledge, where guilt evolves into informed progression."
,,,,RESTRAINT,,,FALSE,,,,,,SYNERGY,SYNERGY_RESTRAINT_GUILT_GOAL_ACCEPTANCE,Self-Worth & Acceptance + Guilt – Synergy of Compassion,RESTRAINT_GUILT+GOAL_ACCEPTANCE,"A self-acceptance framework applied to a guilt-based state reframes internal evaluation from judgment toward compassion without removing accountability. The presence of acceptance stabilizes self-worth, allowing reflection to coexist with self-regard rather than conflict with it. This pairing supports integration of past actions into a broader growth narrative, where learning replaces self-negotiation. This synergy is compassionate integration — self-worth maintained through reflection, where guilt becomes part of development rather than a threat to identity."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_GUILT_COLOR_WHITE,White + Guilt – Harmony of Release,RESTRAINT_GUILT+COLOR_WHITE,"A clarifying modifier applied to guilt introduces cognitive and emotional space, reducing intensity without suppressing awareness. The presence of white supports detachment from emotional weight while preserving the informational value of the experience. This pairing enables release through understanding, where forgiveness emerges as a natural consequence of clarity. This harmony is gentle resolution — awareness softened by perspective, where guilt settles without being denied."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_GUILT_COLOR_YELLOW,Yellow + Guilt – Harmony of Return,RESTRAINT_GUILT+COLOR_YELLOW,"An activating yet light-based modifier applied to guilt introduces forward orientation without forcing premature resolution. The presence of yellow supports gradual emotional re-engagement, allowing warmth, optimism, and identity restoration to re-enter after reflection. This pairing enables transition from introspection to re-emergence, where healing includes movement rather than avoidance. This harmony is restorative return — reflection balanced with renewal, where guilt gives way to a lighter, reconnected sense of self."
,,,,RESTRAINT,,,FALSE,,,,,,HARMONY,HARMONY_RESTRAINT_GUILT_RECHARGE_HELPING_OTHERS,Helping Others + Guilt – Harmony of Redemption,RESTRAINT_GUILT+RECHARGE_HELPING_OTHERS,"A prosocial action channel applied to a guilt-based state redirects internal evaluation into outward contribution without bypassing accountability. Engaging in supportive or restorative behavior allows the emotional weight of guilt to be expressed through constructive action, reinforcing connection and value alignment. This pairing supports transformation of self-focused reflection into relational impact, where repair is enacted rather than internalized. This harmony is active reconciliation — empathy expressed through behavior, where guilt becomes a catalyst for meaningful contribution."
,,,,RESTRAINT,,,FALSE,,,,,,SOLO,SOLO_RESTRAINT_BOREDOM,Boredom - The Stillness That Waits,RESTRAINT_BOREDOM,"A low-stimulation cognitive state characterized by reduced engagement creates a neutral space often misinterpreted as absence rather than potential. Boredom functions as a transitional state, signaling a lack of alignment between attention and meaningful input while simultaneously opening capacity for redirection. When engaged without avoidance, it supports awareness of unmet needs and emerging interests. This solo state is latent awareness — stillness preceding direction, where possibility exists without immediate form."
